970,gid970,-20,84,0
971,gid971,-20,88,0
972,gid972,-20,92,0
973,gid973,-20,96,0
974,gid974,-20,100,0
975,gid975,-20,104,0
976,gid976,-20,108,0
977,gid977,-20,112,0
978,gid978,-20,116,0
979,gid979,-20,120,0
980,gid980,-20,124,0
981,gid981,-20,128,0
982,gid982,-20,132,0
983,gid983,-20,136,0
984,gid984,-20,140,0
985,gid985,-20,144,0
986,gid986,-20,148,0
987,gid987,-20,152,0
988,gid988,-20,156,0
989,gid989,-20,160,0
990,gid990,-20,164,0
991,gid991,-20,168,0
992,gid992,-20,172,0
993,gid993,-20,176,0
994,gid994,-16,-180,0
995,gid995,-16,-176,0
996,gid996,-16,-172,0
997,gid997,-16,-168,0
998,gid998,-16,-164,0
999,gid999,-16,-160,0
1000,gid1000,-16,-156,0
1001,gid1001,-16,-152,0
1002,gid1002,-16,-148,0
1003,gid1003,-16,-144,0
1004,gid1004,-16,-140,0
1005,gid1005,-16,-136,0
1006,gid1006,-16,-132,0
1007,gid1007,-16,-128,0
1008,gid1008,-16,-124,0
1009,gid1009,-16,-120,0
1010,gid1010,-16,-116,0
1011,gid1011,-16,-112,0
1012,gid1012,-16,-108,0
1013,gid1013,-16,-104,0
1014,gid1014,-16,-100,0
1015,gid1015,-16,-96,0
1016,gid1016,-16,-92,0
1017,gid1017,-16,-88,0
1018,gid1018,-16,-84,0
1019,gid1019,-16,-80,0
1020,gid1020,-16,-76,0
1021,gid1021,-16,-72,0
1022,gid1022,-16,-68,0
1023,gid1023,-16,-64,0
1024,gid1024,-16,-60,0
1025,gid1025,-16,-56,0
1026,gid1026,-16,-52,0
1027,gid1027,-16,-48,0
1028,gid1028,-16,-44,0
1029,gid1029,-16,-40,0
1030,gid1030,-16,-36,0
